date,coin,start_price,high_price,low_price,end_price,average_price
2017/12/17,mona_jpy,1630.10000000,1645.00000000,1475.10000000,1540.40000000,1563.19154501
2017/12/18,mona_jpy,1546.80000000,1798.80000000,1517.00000000,1728.00000000,1657.45086355
2017/12/19,mona_jpy,1728.00000000,1777.00000000,1600.00000000,1623.00000000,1703.82918861
2017/12/20,mona_jpy,1623.00000000,1960.80000000,1571.20000000,1788.10000000,1758.68895926
2017/12/21,mona_jpy,1779.00000000,1810.00000000,1700.00000000,1735.30000000,1740.91655894
2017/12/22,mona_jpy,1736.00000000,1740.00000000,900.00000000,1169.80000000,1383.28943165
2017/12/23,mona_jpy,1169.90000000,1533.50000000,1169.80000000,1417.20000000,1353.14780947
2017/12/24,mona_jpy,1419.00000000,1450.00000000,1095.00000000,1231.30000000,1250.68346295
2017/12/25,mona_jpy,1238.80000000,1388.80000000,1128.00000000,1275.90000000,1249.55915818
2017/12/26,mona_jpy,1274.00000000,1380.00000000,1255.00000000,1309.00000000,1331.12031711
2017/12/27,mona_jpy,1309.10000000,1395.00000000,1280.00000000,1336.00000000,1345.27305187
2017/12/28,mona_jpy,1330.10000000,1359.10000000,1200.00000000,1233.50000000,1262.95156446
2017/12/29,mona_jpy,1234.40000000,1319.90000000,1201.00000000,1245.00000000,1250.54595139
2017/12/30,mona_jpy,1248.90000000,1259.90000000,1090.00000000,1100.00000000,1177.54489891
2017/12/31,mona_jpy,1100.00000000,1250.00000000,1020.00000000,1124.00000000,1085.88543127
